Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status
699,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2607,10000000,691,3627829,,,,,,,,,,
700,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2616,10000000,691,3627829,,,,,,,,,,
701,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2609,10000000,691,3627829,,,,,,,,,,
702,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2593,10000000,691,3627829,,,,,,,,,,
703,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2592,10000000,691,3627829,,,,,,,,,,
704,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,4537,10000000,691,3627829,,,,,,,,,,
705,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,4535,10000000,691,3627829,,,,,,,,,,
706,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,1351,10000000,691,3627829,,,,,,,,,,
707,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5156,10000000,691,3627829,,,,,,,,,,
708,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5157,10000000,691,3627829,,,,,,,,,,
709,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5160,10000000,691,3627829,,,,,,,,,,
710,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5155,10000000,691,3627829,,,,,,,,,,
711,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5141,10000000,691,3627829,,,,,,,,,,
712,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5153,10000000,691,3627829,,,,,,,,,,
713,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5158,10000000,691,3627829,,,,,,,,,,
714,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5152,10000000,691,3627829,,,,,,,,,,
715,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5159,10000000,691,3627829,,,,,,,,,,
716,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5154,10000000,691,3627829,,,,,,,,,,
717,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,746,10000000,691,3627829,,,,,,,,,,
718,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,748,10000000,691,3627829,,,,,,,,,,
719,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,750,10000000,691,3627829,,,,,,,,,,
720,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2854,10000000,691,3627829,,,,,,,,,,
721,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12416,1000000,691,3627829,,,,,,,,,,
722,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12414,1000000,691,3627829,,,,,,,,,,
723,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12418,1000000,691,3627829,,,,,,,,,,
724,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12410,1000000,691,3627829,,,,,,,,,,
725,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12412,1000000,691,3627829,,,,,,,,,,
726,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,778,1000000,691,3627829,,,,,,,,,,
727,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11233,1000000,691,3627829,,,,,,,,,,
728,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11232,1000000,691,3627829,,,,,,,,,,
729,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11235,1000000,691,3627829,,,,,,,,,,
730,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11234,1000000,691,3627829,,,,,,,,,,
731,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11209,1000000,691,3627829,,,,,,,,,,
732,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4213,1000000,691,3627829,,,,,,,,,,
733,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4221,1000000,691,3627829,,,,,,,,,,
734,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4219,1000000,691,3627829,,,,,,,,,,
735,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4203,1000000,691,3627829,,,,,,,,,,
736,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4201,1000000,691,3627829,,,,,,,,,,
737,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4211,1000000,691,3627829,,,,,,,,,,
738,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4217,1000000,691,3627829,,,,,,,,,,
739,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4227,1000000,691,3627829,,,,,,,,,,
740,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4223,1000000,691,3627829,,,,,,,,,,
741,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4209,1000000,691,3627829,,,,,,,,,,
742,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4225,1000000,691,3627829,,,,,,,,,,
743,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9406,1000000,691,3627829,,,,,,,,,,
744,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9435,1000000,691,3627829,,,,,,,,,,
745,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16627,100000,691,3627829,,,,,,,,,,
746,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16623,100000,691,3627829,,,,,,,,,,
747,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16629,100000,691,3627829,,,,,,,,,,
748,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16625,100000,691,3627829,,,,,,,,,,
749,2019-04-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16631,100000,691,3627829,,,,,,,,,,
750,2019-04-15,SHIVSENA,*******4444,OC,6666,10000000,300,6283527,,,,,,,,,,
751,2019-04-15,SHIVSENA,*******4444,TL,12957,1000000,300,6283527,,,,,,,,,,
752,2019-04-15,SHIVSENA,*******4444,TL,12965,1000000,300,6283527,,,,,,,,,,
753,2019-04-15,SHIVSENA,*******4444,TL,12848,1000000,300,6283527,,,,,,,,,,
754,2019-04-15,SHIVSENA,*******4444,TL,12967,1000000,300,6283527,,,,,,,,,,
755,2019-04-15,SHIVSENA,*******4444,TL,12955,1000000,300,6283527,,,,,,,,,,
756,2019-04-15,SHIVSENA,*******4444,TL,12850,1000000,300,6283527,,,,,,,,,,
757,2019-04-15,SHIVSENA,*******4444,TL,12959,1000000,300,6283527,,,,,,,,,,
758,2019-04-15,SHIVSENA,*******4444,TL,12963,1000000,300,6283527,,,,,,,,,,
759,2019-04-15,SHIVSENA,*******4444,TL,12961,1000000,300,6283527,,,,,,,,,,
760,2019-04-15,SHIVSENA,*******4444,TL,12969,1000000,300,6283527,,,,,,,,,,
761,2019-04-15,TELUGU DESAM PARTY,*******3067,OC,5750,10000000,847,5867215,,,,,,,,,,
762,2019-04-15,TELUGU DESAM PARTY,*******3067,OC,5728,10000000,847,5867215,,,,,,,,,,
763,2019-04-15,TELUGU DESAM PARTY,*******3067,OC,5731,10000000,847,5867215,,,,,,,,,,
764,2019-04-15,TELUGU DESAM PARTY,*******3067,OC,5724,10000000,847,5867215,,,,,,,,,,
765,2019-04-15,TELUGU DESAM PARTY,*******3067,OC,5723,10000000,847,5867215,,,,,,,,,,
766,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1015,10000000,1,3476510,,,,,,,,,,
767,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1017,10000000,1,3476510,,,,,,,,,,
768,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1016,10000000,1,3476510,,,,,,,,,,
769,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1088,10000000,1,3476510,,,,,,,,,,
770,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1089,10000000,1,3476510,,,,,,,,,,
771,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4545,10000000,1,3476510,,,,,,,,,,
772,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4601,10000000,1,3476510,,,,,,,,,,
773,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4544,10000000,1,3476510,,,,,,,,,,
774,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4546,10000000,1,3476510,,,,,,,,,,
775,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4540,10000000,1,3476510,,,,,,,,,,
776,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4549,10000000,1,3476510,,,,,,,,,,
777,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4541,10000000,1,3476510,,,,,,,,,,
778,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4543,10000000,1,3476510,,,,,,,,,,
779,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4548,10000000,1,3476510,,,,,,,,,,
780,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4542,10000000,1,3476510,,,,,,,,,,
781,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11295,1000000,1,3476510,,,,,,,,,,
782,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11296,1000000,1,3476510,,,,,,,,,,
783,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11298,1000000,1,3476510,,,,,,,,,,
784,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11300,1000000,1,3476510,,,,,,,,,,
785,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11299,1000000,1,3476510,,,,,,,,,,
786,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11350,1000000,1,3476510,,,,,,,,,,
787,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11404,1000000,1,3476510,,,,,,,,,,
788,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11402,1000000,1,3476510,,,,,,,,,,
789,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11405,1000000,1,3476510,,,,,,,,,,
790,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11403,1000000,1,3476510,,,,,,,,,,
791,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11348,1000000,1,3476510,,,,,,,,,,
792,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11406,1000000,1,3476510,,,,,,,,,,
793,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11337,1000000,1,3476510,,,,,,,,,,
794,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11401,1000000,1,3476510,,,,,,,,,,
795,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11349,1000000,1,3476510,,,,,,,,,,
796,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11414,1000000,1,3476510,,,,,,,,,,
797,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11415,1000000,1,3476510,,,,,,,,,,
798,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11413,1000000,1,3476510,,,,,,,,,,
799,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11412,1000000,1,3476510,,,,,,,,,,
800,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11409,1000000,1,3476510,,,,,,,,,,
801,2019-04-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1076,100000,1,3476510,,,,,,,,,,
802,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4191,10000000,691,4567455,,,,,,,,,,
803,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4277,10000000,691,4567455,,,,,,,,,,
804,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4291,10000000,691,4567455,,,,,,,,,,
805,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4287,10000000,691,4567455,,,,,,,,,,
806,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4289,10000000,691,4567455,,,,,,,,,,
807,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6615,10000000,691,4567455,,,,,,,,,,
808,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6613,10000000,691,4567455,,,,,,,,,,
809,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6623,10000000,691,4567455,,,,,,,,,,
810,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6621,10000000,691,4567455,,,,,,,,,,
811,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6627,10000000,691,4567455,,,,,,,,,,
812,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6625,10000000,691,4567455,,,,,,,,,,
813,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6631,10000000,691,4567455,,,,,,,,,,
814,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6629,10000000,691,4567455,,,,,,,,,,
815,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6617,10000000,691,4567455,,,,,,,,,,
816,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6619,10000000,691,4567455,,,,,,,,,,
817,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6640,10000000,691,4567455,,,,,,,,,,
818,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6642,10000000,691,4567455,,,,,,,,,,
819,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6638,10000000,691,4567455,,,,,,,,,,
820,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6641,10000000,691,4567455,,,,,,,,,,
821,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,734,10000000,691,4567455,,,,,,,,,,
822,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,727,10000000,691,4567455,,,,,,,,,,
823,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2805,10000000,691,3627829,,,,,,,,,,
824,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2803,10000000,691,3627829,,,,,,,,,,
825,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2807,10000000,691,3627829,,,,,,,,,,
826,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2801,10000000,691,3627829,,,,,,,,,,
827,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2809,10000000,691,3627829,,,,,,,,,,
828,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2798,10000000,691,3627829,,,,,,,,,,
829,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2800,10000000,691,3627829,,,,,,,,,,
830,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4452,10000000,691,4567455,,,,,,,,,,
831,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2825,10000000,691,3627829,,,,,,,,,,
832,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2829,10000000,691,3627829,,,,,,,,,,
833,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2831,10000000,691,3627829,,,,,,,,,,
834,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2833,10000000,691,3627829,,,,,,,,,,
835,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2827,10000000,691,3627829,,,,,,,,,,
836,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5711,10000000,691,4567455,,,,,,,,,,
837,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5714,10000000,691,4567455,,,,,,,,,,
838,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5709,10000000,691,4567455,,,,,,,,,,
839,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5707,10000000,691,4567455,,,,,,,,,,
840,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1014,10000000,691,4567455,,,,,,,,,,
841,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4603,10000000,691,3627829,,,,,,,,,,
842,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4550,10000000,691,3627829,,,,,,,,,,
843,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,4602,10000000,691,3627829,,,,,,,,,,
844,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5181,10000000,691,4567455,,,,,,,,,,
845,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5168,10000000,691,4567455,,,,,,,,,,
846,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5170,10000000,691,4567455,,,,,,,,,,
847,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5169,10000000,691,4567455,,,,,,,,,,
848,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1019,10000000,691,4567455,,,,,,,,,,
849,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1018,10000000,691,4567455,,,,,,,,,,
850,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,5412,10000000,691,4567455,,,,,,,,,,
851,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2850,10000000,691,3627829,,,,,,,,,,
852,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,2848,10000000,691,3627829,,,,,,,,,,
853,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,6213,10000000,691,3627829,,,,,,,,,,
854,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1356,10000000,691,4567455,,,,,,,,,,
855,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1352,10000000,691,4567455,,,,,,,,,,
856,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1353,10000000,691,4567455,,,,,,,,,,
857,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1355,10000000,691,4567455,,,,,,,,,,
858,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,1354,10000000,691,4567455,,,,,,,,,,
859,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,585,10000000,691,4567455,,,,,,,,,,
860,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,586,10000000,691,4567455,,,,,,,,,,
861,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OC,587,10000000,691,4567455,,,,,,,,,,
907,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12351,1000000,691,4567455,,,,,,,,,,
908,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12349,1000000,691,4567455,,,,,,,,,,
909,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12347,1000000,691,4567455,,,,,,,,,,
910,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12343,1000000,691,4567455,,,,,,,,,,
911,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12345,1000000,691,4567455,,,,,,,,,,
912,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12322,1000000,691,4567455,,,,,,,,,,
913,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12324,1000000,691,4567455,,,,,,,,,,
914,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12354,1000000,691,4567455,,,,,,,,,,
915,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12355,1000000,691,4567455,,,,,,,,,,
916,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12353,1000000,691,4567455,,,,,,,,,,
917,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12867,1000000,691,4567455,,,,,,,,,,
918,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12851,1000000,691,4567455,,,,,,,,,,
919,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12853,1000000,691,4567455,,,,,,,,,,
920,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12865,1000000,691,4567455,,,,,,,,,,
921,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12849,1000000,691,4567455,,,,,,,,,,
922,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12863,1000000,691,4567455,,,,,,,,,,
923,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12877,1000000,691,4567455,,,,,,,,,,
924,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12879,1000000,691,4567455,,,,,,,,,,
925,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12855,1000000,691,4567455,,,,,,,,,,
926,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12861,1000000,691,4567455,,,,,,,,,,
927,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12873,1000000,691,4567455,,,,,,,,,,
928,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12881,1000000,691,4567455,,,,,,,,,,
929,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12869,1000000,691,4567455,,,,,,,,,,
930,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12845,1000000,691,4567455,,,,,,,,,,
931,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12871,1000000,691,4567455,,,,,,,,,,
932,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12875,1000000,691,4567455,,,,,,,,,,
933,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12883,1000000,691,4567455,,,,,,,,,,
934,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12847,1000000,691,4567455,,,,,,,,,,
935,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12859,1000000,691,4567455,,,,,,,,,,
936,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12857,1000000,691,4567455,,,,,,,,,,
937,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1658,1000000,691,4567455,,,,,,,,,,
938,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1656,1000000,691,4567455,,,,,,,,,,
939,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1663,1000000,691,4567455,,,,,,,,,,
940,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1660,1000000,691,4567455,,,,,,,,,,
941,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1654,1000000,691,4567455,,,,,,,,,,
942,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3401,1000000,691,3627829,,,,,,,,,,
943,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3403,1000000,691,3627829,,,,,,,,,,
944,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3405,1000000,691,3627829,,,,,,,,,,
945,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1621,1000000,691,4567455,,,,,,,,,,
946,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1648,1000000,691,4567455,,,,,,,,,,
947,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1640,1000000,691,4567455,,,,,,,,,,
948,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1642,1000000,691,4567455,,,,,,,,,,
949,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1638,1000000,691,4567455,,,,,,,,,,
950,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3404,1000000,691,3627829,,,,,,,,,,
951,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3402,1000000,691,3627829,,,,,,,,,,
952,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3406,1000000,691,3627829,,,,,,,,,,
953,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,3408,1000000,691,3627829,,,,,,,,,,
954,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,88,1000000,691,4567455,,,,,,,,,,
955,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,78,1000000,691,4567455,,,,,,,,,,
956,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,93,1000000,691,4567455,,,,,,,,,,
957,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,75,1000000,691,4567455,,,,,,,,,,
958,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,97,1000000,691,4567455,,,,,,,,,,
959,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1269,1000000,691,4567455,,,,,,,,,,
960,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1266,1000000,691,4567455,,,,,,,,,,
961,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1261,1000000,691,4567455,,,,,,,,,,
962,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1265,1000000,691,4567455,,,,,,,,,,
963,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1267,1000000,691,4567455,,,,,,,,,,
964,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1264,1000000,691,4567455,,,,,,,,,,
965,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1262,1000000,691,4567455,,,,,,,,,,
966,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1268,1000000,691,4567455,,,,,,,,,,
967,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1270,1000000,691,4567455,,,,,,,,,,
968,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1263,1000000,691,4567455,,,,,,,,,,
969,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1274,1000000,691,4567455,,,,,,,,,,
970,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1271,1000000,691,4567455,,,,,,,,,,
971,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1275,1000000,691,4567455,,,,,,,,,,
972,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1272,1000000,691,4567455,,,,,,,,,,
973,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1273,1000000,691,4567455,,,,,,,,,,
974,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1276,1000000,691,4567455,,,,,,,,,,
975,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1279,1000000,691,4567455,,,,,,,,,,
